review_id,user_id,business_id,stars,useful,funny,cool,text,date
u6EW2edED7ZfbZAw7lcYYQ,dNoGiISFXS1YM5HacSh0eA,bjhCtlYHrkgA5Ku8l-rB3g,5,0,0,0,"Great  breads especially the German rye. My favorite breakfast is the poached eggs, cooked perfectly. For lunch, I go for the eggplant panini or  Laurie's salad.",2013-11-14 02:00:49
Dn12A0jiukqwpn_UmDNZ8A,Ew9FroiMwHEcwtx4tLV0KA,bjhCtlYHrkgA5Ku8l-rB3g,4,0,0,0,This was my first time at Our Daily Bread and I loved it! I ordered the lemon-blueberry hotcakes and was very pleased. I loved the hint of the lemon because it wasn't too overwhelming and the maple syrup was really good too! I also ordered the hot chocolate and it was delicious. I am very picky about my hot chocolate and it was just right! My only confusion was where to put my dishes once I was done but I asked an employee and he was very kind and told me to leave them on the table. Go try it everyone!,2013-05-07 16:31:16
Yi30Mr5Bx-JyVhsT_QZVcA,fGriwGNLeroptHN6JT2eIQ,O6RCCmz8-x4NhWJpI8KQug,5,0,0,0,"Dang! This place was really refreshing! Great coffee, helpful kind and knowledgeable staff. This is my type of breakfast, coffee and a baked good or even a delicious avocado toast is the only way I like to start my morning, simple. Great art. Parking is way too easy as well!",2018-01-09 23:04:34
b4NThAISLYgUfJ9eDSW91g,5I_Qls5G_-Hwbd39eVG2yA,bjhCtlYHrkgA5Ku8l-rB3g,5,0,0,0,Love this place!! The bread and scones are first class! I love having a coffee and people watching. Vince is the best!,2015-10-25 19:03:53
Ioi_RMBvhEAYZg0vjeRwrw,5mo4zCTWU_MQf1tdGAoV4g,O6RCCmz8-x4NhWJpI8KQug,4,0,0,0,"I admire Breakfast for opening their space to all-ages shows, regularly featuring artists' photos, paintings, even sculptures, and hosting casual food pop ups. 

I know many reviewers have said the left side of the shop is gimmicky and ""too hip"" (branded merch, surf/skate mags, and comfy chairs), but the last time I was here kids were loving the connect four out on the table-- what's to hate about that? 

That said, their espresso can be hit or miss, and sometimes my Gibraltar milk is a little too hot and a little too fluffy, but they use good beans and their drip brew is great. Yes, their staff can be intimidatingly terse, but regulated cheeriness (that's the norm at shops that rhyme with CandleJar) doesn't have a place here. I like that. 

Where else in Santa Barbara can you sit on a sofa and drink a cuppa? Find an outlet next to your table? Simple problems; Breakfast is a simple answer.",2018-09-03 18:35:48
0_vZq3tvytqC0XgwcRmdVg,4qxbaFhTzvKKZripuD3-WA,O6RCCmz8-x4NhWJpI8KQug,5,4,0,2,"best coffee shop in santa barbara
great vegan snacks
very nice and beautiful employees
also good music",2016-05-19 19:35:51
F_o2WAG0kF529DTE8YwFzQ,UresxrSsiOepV7RAHy3yoQ,O6RCCmz8-x4NhWJpI8KQug,5,4,0,2,"Great Gibraltar! Super cool space. Hipster surfer vibe is down. They had pastry, breakfast burritos (made off site though) and gorgeous looking bread for $3.50 and is worth it!",2016-10-02 15:56:55
zuSEs0ewVqUh60Hg27YG-A,TJLWuXw7YWfv65Lp1p6DLg,bjhCtlYHrkgA5Ku8l-rB3g,5,0,0,0,"Fantastic salad! I forget the name but it had brown rice, feta, roasted cashews and a delicious dressing. I added grilled chicken. All this with a cappuccino a cookie was under $15! 
The server was super friendly and speedy too!",2016-10-26 21:24:20
ocfh-vJ91yNl4heRf-REjQ,oQr7QPfrmB4qYyeZ9Z0VFg,bjhCtlYHrkgA5Ku8l-rB3g,5,1,0,0,"I love this place, my favorite item is New York Olive Bread and their home made potato. Staff are very friendly.",2017-02-21 01:03:53
I6EN4QwVGkFFjnMam2zufw,l99bprv2_hU-QREkfkCKsg,bjhCtlYHrkgA5Ku8l-rB3g,5,0,0,0,"WHOA! The huevos rancheros here are incredible! The self serve coffee from the pot is way better than the Daily Grinds' and the service is awesome. This is my first visit and I can't wait to come back. Also, gluten free bread! Hell yeah!",2014-04-03 16:07:28
7F6L2QPioi8uW0anpiHJqw,NhYB45AYmwQE24bjfgbGCA,bjhCtlYHrkgA5Ku8l-rB3g,5,0,1,0,"This place creates new addictions with every trip.  First of all, they put amazing samples of breads with olive oil and aged balsamic vinegar.  I could craze along the counter all day, and be a very happy man.  I have to say that their olive bread is to die for.  After loading up on the carbs, you are ready for something refreshing.  The salads are beyond exceptional.  The ingredients are dripping with freshness, and feels like farm to table while you wait.  If you are looking for a sandwich, the Cubano is just the ticket.  The first time I went in, I asked the cashier what she recommended because I was having a hard time deciding.  She told me that her favorite, without a doubt, was the Cubano.  So, I gave it a shot.  Now, I need my fix at least once a week.  I think there is an addictive agent in that sandwich.  It's probably in the bread - ya know, the bread that they have calling and enticing you from the top of the display case like a seductress.  Oh, did I fail to mention that once they get you in their grip, you're soon turned onto the pastries and goodies in the display case???  They have so many to choose from, and each one looks delectable.  They even have vegan and gluten free, which I was skeptical about, but very happily surprised.  I would be totally neglectful if I didn't mention the AWESOME staff.  They are genuine, fun, and really ensure that you have a positive experience.  No matter what mood you walk into Our Daily Bread in, you leave in a great mood.  So, if you need/want a new addiction in your life and to be treated like the most important person around, Our Daily Bread is a stop for you.",2014-04-03 21:59:46
t9BFizCJD0OIMCRti2pbjQ,qawpbr5jUiCzvWDcvPKm8g,O6RCCmz8-x4NhWJpI8KQug,5,0,0,0,"Made an account just to write this review:

Breakfast Culture Club serves my favorite espresso in Santa Barbara. In fact, it's some of the best espresso I've ever had (better than even the best I've found in LA/SF). It has a fruited sweetness to it, a hint of red fruit, perfect mouthfeel, and insane sweetness. Their beans are from Coava, which I'd never had until coming here, and the espresso blend is just brilliant. I think they used to use coffee from Handlebar, which also makes good espresso, but I'm very glad they switched because Coava makes a much more interesting espresso (Handlebar is good, but very typical--roasty toasty notes, caramelly, but definitely not fruity).

I like to get a Gibraltar, a Cappuccino, or just straight espresso. The Gibraltar and Cappuccino both bring out the strawberry notes of the espresso, and end up very sweet because the espresso is just great here. The texture they achieve on their milk is fantastic as well--exactly what I want in a Cappuccino. That said, if I want something with more punch I just go straight for the espresso.

Their toasts are also very good. I think they've changed how they do toasts since previous reviewers posted--they prepare the toast for you, so it actually is instagram ready if you're into that :)

As for ambiance, this place is perfect. The opened garage door makes the whole place feel very open and spacious. Strong hipster and surfer vibes around, you'll often see people barefoot. Also usually a couple people working on their laptops. There's about 4 or 5 power outlets available. Usually I've been able to get a spot with an outlet if I need it, but in the morning it can be so busy that it's hard to find a free table with an outlet.

Highly recommend stopping in here if you like fruitier espresso drinks.",2018-08-16 07:03:58
RY1_8mq36VDK_w5XKiUftA,Lbgzuo_pWymzsUaiEtUFVQ,bjhCtlYHrkgA5Ku8l-rB3g,4,0,0,0,"Love this place!  Best fresh baked bread around and an awesome place to come in the mornings for a nice breakfast. 

I had just been in San Francisco and had crazy good toast at The Mill. There's really no one doing toast in So Cal except for here. Huge thick pieces of toast served with fresh ground peanut butter and homemade strawberry preserves. Seriously - this whopping piece of toast was enough for 2 people. 

I know they supply a number of local restaurants with their bread but it's great to stop in here and pick up a loaf for yourself at home. In the mornings, they often have a selection of their fresh loaves cut up for you to sample. Fantastic!!",2015-06-12 03:18:59
euI8H9mb4dSdovl7PnZg-Q,80lC6BVErKzT1OAEAbp-0A,O6RCCmz8-x4NhWJpI8KQug,5,1,0,1,"The breakfast culture club changed my life, super tasty coffee, snacks and treats. Absolutely love their attention to detail, design, and their customer service is top notch!

They serve different kinds of specialty roasts including a delicious Avocado Toast.

They carry a revolving selection of coffee roasters, Coava is their current (based in Portland). There are great work-spaces, plenty of outlets, and a couch area to relax and read.",2018-04-27 20:03:47
