review_id,user_id,business_id,stars,useful,funny,cool,text,date
L0jv8c2FbpWSlfNC6bbUEA,bFPdtzu11Oi0f92EAcjqmg,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,"What a great addition to the Funk Zone!  Grab a bite, grab some tastings, life is good. Right next door to the Santa Barbara Wine Collective, in fact it actually shares the same tables.  We had a fabulous savory croissant.",2016-10-13 22:50:47
LFpaQzYkP5Pzm5lEjJpTRw,Ttb21DpWqphQMNSS5TXgMA,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,"Possibly the best breakfast sandwich EVER.  On a biscuit!  Oh my gosh, it was so good!",2017-01-15 00:36:04
Q3fPo_x6xKxafAzy1hFITg,ha2Lv7WnxvdYnRsqwL1apQ,IDtLPgUrqorrpqSLdfMhZQ,4,0,0,0,"Pricey ( a ham and cheese croissant was $5.50)  as with anywhere in Santa Barbra but very delicious. Cute space ( a bit hard to find ). The green eggs and ham  breakfast biscuit is to die for.  ($10 I think) The Santa Barbra tri tip sandwich was excellent! Cold brew coffee was good. Lots of good choices in the grab and go section, and our salami and pesto sammy was also great. I'd go back!",2018-07-17 00:20:41
_OmwsZRl7Qrz7S2T8mnlRg,OVLf6NVTi7noMP1qCKr76w,IDtLPgUrqorrpqSLdfMhZQ,5,0,1,1,"Are you kidding me? This is without a doubt some of the best food I've ever had my life. The bread is the best, and I cannot believe the chocolate croissant. Ambience is wonderful, intriguing, and very chic. People are friendly and kind.  Coffee looks great but I didn't try it (yet! I WILL be back) Prices are good, too.",2018-01-09 20:44:47
84DfCtrRKeRBqJpI1Pzyeg,EtayGG2z0YOWNbw6p6AG0Q,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,"The best chocolate croissant (petit pain au chocolat) I had in USA!  I like the atmosphere, very industrial look. The place is shared with a wine bar, so you can have an excellent sandwich made with a French baguette and a glass of wine. It was too early for me. I would recommend this place.",2017-12-02 21:55:08
iFuGbpGMM35BTFDlNZcSvg,Hj3wDruCns_CHs17t1HhBw,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,Green eggs and ham sandwich was delicious. The biscuit was peppery and perfectly baked. We also had the ricotta toast and I was pleasantly surprised at how tasty it was. I highly recommend this place for an early morning breakfast spot.,2018-08-05 00:40:41
fsewvP9cIPuSqJd_SufuOg,FdI6GJ-Jvt7L1byPYWJegQ,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,"Seriously the best breakfast I have had in a long time- it is pricey but everything here in SB is - breakfast bun, choc croissant and the yogurt dear jesus- excellent cappuccino as well - go there now",2017-10-25 04:02:18
0I5JlTfKHsuzUuPYe-Bswg,9EVsfFOCEP-7L37HPzsOSA,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,"Got the babaganoush and baguette delicious.
Service was good it gets busy but not too crowded",2017-07-08 18:07:50
P6XOsk0bjQ5nVbTAKuXN0Q,qEB91YxnzkQZwMFyWeVOHw,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,"While on vacation in Santa Barbara, we happened upon this gem.  Everything was wonderful, but you have to try the cinnamon roll with the vanilla bean glaze.  It was AMAZING!  So good, that we bought another for our trip home.  Additionally, the breakfast biscuit was outstanding.  I loved that it was perfectly proportioned and I love every bite down to the last crumb.",2017-05-27 02:10:57
NN2WGLjM1o5EP8wtGtDtxg,HujQufkU2Y9lpZmeGkk5AQ,IDtLPgUrqorrpqSLdfMhZQ,5,1,0,0,"I've had a wide sampling of what HAB has to offer, and it's all so very good. You can't miss trying their churro and chocolate nib donuts. At least once a week, I stop in for a baguette to take home for dinner, and have been impressed by their single-serving size quiches. Seriously, the food is excellent quality (especially their farro salad), and the prices are reasonable for their gourmet offerings. Do yourself a favor and check them out!",2016-09-20 17:11:29
-eNFOKe_VE4BCb6DYWabzg,iF3JiTRyMhje4MHl0mq8wA,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,In Santa Barbara? This was the place to chill and relax for some refreshments and snacks. Nice little get away from the beach.,2017-09-23 14:14:29
B5VC9Gh5R5geLc7yzSHoNA,_yuPlfyra9nTW7P_iiSsOA,xIGiif0TmmmGuV2-sidMSw,5,0,0,0,Nice find in a quiet neighborhood.  The Torta sandwiches are just fantastic and very reasonable.  Baked goods are just as fantastic.,2016-11-12 06:51:37
8Cug-sDisnZV8lNAU_Wbqw,EjKqIYGGkPTw8HX3fyAmFQ,xIGiif0TmmmGuV2-sidMSw,5,0,0,0,This bakery is within walking distance of my house. My daughter and I love to pick out a delicious treat and everything we have tried is amazing. The puff pastry that they make is the flakiest I've ever had and sooo tasty!,2017-11-07 13:16:12
kbjOOg875iXfcqZW7TZQkg,wVd2FUpKVLGURVCb-HGgOg,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,"Yes yes yes

Not only do they provide top notch customer service and hospitality the product needs they over exceeded our expectations. I have been in the industry for 22 years now and I have to say the bread is Absolutely delicious and the flavorful and holds its integrity overtime. We will definitely be returning back to purchase bread for our trips.",2017-05-17 16:14:33
39meD0CwHgnVRwhKHLsOkg,5lRrVUVfENhIXvlfPSoMqg,IDtLPgUrqorrpqSLdfMhZQ,4,0,0,0,"Roast chicken sandwich was delicious, but be careful.  The assistant manager felt no remorse that they served the sandwich with a 2 inch long chicken bone included. Makes the whole restaurant operation suspect... Gordon

Follow up... Chef Jose Guido of Lucky Penny (a related food service) approached and apologized for the mistake in food preparation by the staff at Helena Ave. Bakery. He also offered us cookies in compensation. Revising my review of the Helena Avenue Bakery to 4 stars",2016-11-22 01:19:29
W2Xcdnb88w78BqON7Sw3qA,FrgJ8DdeXEF1GkAjT3JR2Q,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,"Santa Barbara was in need of a great bakery and this is it! A group of us tried the turkey & pesto sandwich, the ham sandwich, coffee, a peanut brittle cookie, a blueberry hand pie and the peach galette. We also got a loaf of bread to go. All was super delicious! And as a bonus, they share space with the Santa Barbara Wine Collective so you can get a glass of wine with your tasty baked goods! Really pumped about this new add to the Funk Zone. I know we will be back soon.",2016-08-27 21:27:48
zhC2FHbKKUNwKwHhRa-kag,hPiOLWvv3rPvf1eFbNCl5g,IDtLPgUrqorrpqSLdfMhZQ,4,0,0,0,"4 stars for location, atmosphere and orange juice. I didn't like their breakfast too much. My bagel was burnt and not enjoyable and my granola & Yoghurt was too bitter. I stopped by at 10:00am and it was quite busy- I didn't get a table outside. It's a nice enough place if you just want to stop by and have a low key breakfast but don't expect too much. It's all about the atmosphere/location.",2017-05-27 21:52:09
HAYxlGv5OM9C3eWBk9C1ZQ,Erb0-2k6eS-2Xw77duOCpQ,IDtLPgUrqorrpqSLdfMhZQ,5,1,1,1,"Okay I can't say enough about this place!! Soooo good! Came here for dessert and the cookies were to die for! Best cookies I think I have ever had... located in a perfect spot in the funk zone- very industrial looking inside which I like. Also located in a spot where they have wine tasting, community style seating- which is fun! All around great atmosphere/ I can't wait to come back and try the breakfast!!",2018-06-26 19:31:27
MSIPI3u0IujwmtUgcZKN0Q,U_d4gAI1w29nWWqf7CDZBw,IDtLPgUrqorrpqSLdfMhZQ,4,0,0,0,This place was a short walk from our hotel and a wonderful find!  Awesome ambiance with very pleasant service. My lemon blueberry scone was the best I've ever had anywhere and full of berries. The ham and cheese croissant was delicious too. Took some fresh made bread with us to take wine tasting later this afternoon. Also noticed it is located near Figueroa Mountain Brewing Co so perfect if you want a sandwich with your beer.,2018-03-24 15:20:25
